,transaction_id,customer_id,timestamp,merchant_category,merchant_type,merchant,amount,currency,channel,transaction_hour,weekend_transaction
5900302,TX_1f8d8a1a,CUST_91730,2024-10-24 11:39:39.397088+00:00,Education,online,MasterClass,659.45,SGD,web,11,False
5903419,TX_7da490fc,CUST_91730,2024-10-24 11:55:57.234272+00:00,Gas,local,Local Gas Station,37524.65,RUB,web,11,False
5903685,TX_f4dd2f0e,CUST_91730,2024-10-24 11:57:20.656690+00:00,Education,online,Coursera,36087.58,RUB,web,11,False
5905903,TX_b64b8841,CUST_91730,2024-10-24 12:08:20.391994+00:00,Grocery,physical,Whole Foods,2305.65,SGD,web,12,False
5909845,TX_c51115b8,CUST_91730,2024-10-24 12:26:37.405882+00:00,Gas,local,Truck Stop,1013.68,SGD,web,12,False
5910469,TX_bc9470a1,CUST_91730,2024-10-24 12:29:26.737529+00:00,Gas,local,Truck Stop,9515.65,MXN,web,12,False
5911376,TX_8af558f3,CUST_91730,2024-10-24 12:33:45.817234+00:00,Travel,booking,Kayak,146643.93,RUB,web,12,False
5911877,TX_191022ee,CUST_91730,2024-10-24 12:35:59.399099+00:00,Retail,physical,Macy's,32407.3,RUB,web,12,False
5912410,TX_41c2c3d1,CUST_91730,2024-10-24 12:38:31.277918+00:00,Healthcare,medical,Local Hospital,635.59,SGD,web,12,False
5912582,TX_a744d6c0,CUST_91730,2024-10-24 12:39:17.591205+00:00,Grocery,online,Amazon Fresh,602.73,SGD,web,12,False
5912931,TX_d9c92b09,CUST_91730,2024-10-24 12:41:01.395416+00:00,Retail,online,Shopify Store,328684.71,RUB,pos,12,False
5914875,TX_a49042a7,CUST_91730,2024-10-24 12:49:39.399618+00:00,Retail,physical,Best Buy,120101.3,JPY,web,12,False
5915174,TX_368fcc99,CUST_91730,2024-10-24 12:51:02.890228+00:00,Education,supplies,University Bookstore,1234.96,NGN,web,12,False
5915243,TX_f97bf682,CUST_91730,2024-10-24 12:51:25.541392+00:00,Education,supplies,Chegg,27517.79,RUB,web,12,False
5917079,TX_3d0f330c,CUST_91730,2024-10-24 12:59:48.846445+00:00,Retail,physical,Home Depot,29612.29,RUB,web,12,False
5925404,TX_d3b413ae,CUST_91730,2024-10-24 13:43:57.432933+00:00,Retail,online,Wayfair,1762.72,SGD,web,13,False
5925584,TX_de40eb36,CUST_91730,2024-10-24 13:44:47.394545+00:00,Healthcare,medical,Urgent Care,37161.32,RUB,web,13,False
5926193,TX_2fb9ac0f,CUST_91730,2024-10-24 13:48:09.341859+00:00,Restaurant,premium,Ruth's Chris,26589.93,RUB,web,13,False
5926328,TX_34039d57,CUST_91730,2024-10-24 13:48:47.581041+00:00,Healthcare,pharmacy,Rite Aid,675.45,SGD,web,13,False
5932182,TX_87cc2fa8,CUST_91730,2024-10-24 14:22:56.470212+00:00,Restaurant,premium,Ruth's Chris,938.49,SGD,web,14,False
5936142,TX_76b15f64,CUST_91730,2024-10-24 14:47:23.443089+00:00,Grocery,online,Instacart,1334.46,SGD,web,14,False
5936374,TX_c428313e,CUST_91730,2024-10-24 14:48:42.602414+00:00,Retail,physical,Walmart,2116.16,SGD,web,14,False
5937028,TX_1d9d7e2c,CUST_91730,2024-10-24 14:52:51.421852+00:00,Gas,local,Local Gas Station,627.3,SGD,web,14,False
5938450,TX_72517e4e,CUST_91730,2024-10-24 15:01:59.146387+00:00,Restaurant,premium,Capital Grille,644.58,SGD,web,15,False
5944610,TX_cded5600,CUST_91730,2024-10-24 15:40:10.700281+00:00,Travel,hotels,Marriott,1214.66,SGD,web,15,False
5945960,TX_91a80926,CUST_91730,2024-10-24 15:48:58.533405+00:00,Restaurant,premium,Ruth's Chris,846.05,SGD,web,15,False
5951394,TX_445de7fe,CUST_91730,2024-10-24 16:19:28.702327+00:00,Gas,major,Mobil,29477.99,RUB,web,16,False
5954006,TX_2e4e8712,CUST_91730,2024-10-24 16:33:42.486528+00:00,Travel,booking,Booking.com,204714.04,RUB,web,16,False
5956526,TX_afa31d01,CUST_91730,2024-10-24 16:47:20.661001+00:00,Gas,local,Local Gas Station,2624.45,SGD,web,16,False
5958565,TX_9afa9ae7,CUST_91730,2024-10-24 16:57:55.442236+00:00,Education,online,edX,2565.83,SGD,web,16,False
5959117,TX_e3d31e9e,CUST_91730,2024-10-24 17:00:35.381188+00:00,Education,supplies,University Bookstore,34361.76,RUB,web,17,False
5961746,TX_c9a36a94,CUST_91730,2024-10-24 17:12:44.443648+00:00,Retail,physical,Nike Store,1773.71,SGD,web,17,False
5962715,TX_cf8aa8ad,CUST_91730,2024-10-24 17:17:21.667112+00:00,Grocery,physical,Trader Joe's,1691.92,SGD,web,17,False
5965880,TX_fed40c5d,CUST_91730,2024-10-24 17:31:47.158494+00:00,Entertainment,gaming,Xbox Live,17684.26,RUB,web,17,False
5967721,TX_73e40994,CUST_91730,2024-10-24 17:40:23.395845+00:00,Entertainment,gaming,Epic Games,1496.69,SGD,web,17,False
5973592,TX_996af54e,CUST_91730,2024-10-24 18:06:56.725195+00:00,Grocery,online,Amazon Fresh,543.03,SGD,web,18,False
5974582,TX_95597bba,CUST_91730,2024-10-24 18:11:02.280235+00:00,Travel,airlines,American Airlines,774.15,USD,web,18,False
5980291,TX_abaef34d,CUST_91730,2024-10-24 18:34:41.391730+00:00,Healthcare,pharmacy,CVS Pharmacy,1920.33,SGD,web,18,False
5983365,TX_04633327,CUST_91730,2024-10-24 18:47:12.129019+00:00,Travel,airlines,American Airlines,2527.64,SGD,web,18,False
5984312,TX_b328b60f,CUST_91730,2024-10-24 18:50:56.391880+00:00,Healthcare,pharmacy,DuaneReade,1287.47,SGD,web,18,False
5984869,TX_cb6781de,CUST_91730,2024-10-24 18:53:10.400241+00:00,Grocery,online,FreshDirect,2115.32,SGD,web,18,False
5986339,TX_68b67f72,CUST_91730,2024-10-24 18:59:12.408850+00:00,Education,supplies,University Bookstore,999961.2,NGN,mobile,18,False
5988049,TX_0beeda93,CUST_91730,2024-10-24 19:06:41.488474+00:00,Retail,online,Amazon,65424.67,RUB,web,19,False
5989470,TX_2040208e,CUST_91730,2024-10-24 19:13:06.631280+00:00,Gas,local,Highway Gas Stop,1899.33,SGD,web,19,False
5990248,TX_31cb2b82,CUST_91730,2024-10-24 19:16:37.082862+00:00,Retail,physical,Best Buy,642.66,SGD,web,19,False
5992805,TX_23f36e70,CUST_91730,2024-10-24 19:28:05.752182+00:00,Grocery,physical,Whole Foods,25354.17,RUB,web,19,False
5996670,TX_d91f76ab,CUST_91730,2024-10-24 19:46:17.551375+00:00,Retail,online,Amazon,1836.9,SGD,web,19,False
5997236,TX_1eea78bb,CUST_91730,2024-10-24 19:48:48.616023+00:00,Education,online,MasterClass,30708.52,RUB,web,19,False
5999013,TX_9e2b69a8,CUST_91730,2024-10-24 19:56:58.031992+00:00,Restaurant,fast_food,Subway,152.13,SGD,web,19,False
6000606,TX_1d1db520,CUST_91730,2024-10-24 20:05:42.468472+00:00,Healthcare,pharmacy,Rite Aid,2473.04,SGD,web,20,False
6004616,TX_5d02801d,CUST_91730,2024-10-24 20:30:20.652182+00:00,Restaurant,premium,Nobu,28351.01,RUB,web,20,False
6005756,TX_7a0fbcda,CUST_91730,2024-10-24 20:37:44.397195+00:00,Travel,hotels,Hyatt,367.1,RUB,mobile,20,False
6007195,TX_43f739c0,CUST_91730,2024-10-24 20:46:45.391641+00:00,Restaurant,casual,Red Lobster,1815.11,SGD,web,20,False
6007436,TX_5244df2e,CUST_91730,2024-10-24 20:48:16.421305+00:00,Education,online,MasterClass,1952.81,SGD,web,20,False
6010867,TX_e21fe8b6,CUST_91730,2024-10-24 21:13:48.437746+00:00,Education,online,Coursera,2606.0,SGD,web,21,False
6011378,TX_6cc92a4b,CUST_91730,2024-10-24 21:18:28.464263+00:00,Travel,transport,Uber,152.21,SGD,web,21,False
6015875,TX_b167b2a8,CUST_91730,2024-10-24 22:00:30.518729+00:00,Restaurant,fast_food,McDonald's,1917.99,SGD,web,22,False
6016878,TX_75d18d0b,CUST_91730,2024-10-24 22:06:06.439947+00:00,Gas,local,Local Gas Station,1941.62,SGD,web,22,False
6020255,TX_7be58e25,CUST_91730,2024-10-24 22:24:55.409535+00:00,Restaurant,casual,TGI Fridays,15703.86,RUB,pos,22,False
6020723,TX_429944f0,CUST_91730,2024-10-24 22:27:35.630305+00:00,Restaurant,premium,Ruth's Chris,28203.9,RUB,web,22,False
6021683,TX_f075ccd7,CUST_91730,2024-10-24 22:32:58.409845+00:00,Education,online,Udemy,31361.66,RUB,web,22,False
6022667,TX_1c1ab5c0,CUST_91730,2024-10-24 22:38:31.256014+00:00,Grocery,online,FreshDirect,27996.06,RUB,web,22,False
6025179,TX_3bb5aa66,CUST_91730,2024-10-24 22:52:32.302775+00:00,Retail,online,Wayfair,711.03,SGD,web,22,False
6025373,TX_be49676f,CUST_91730,2024-10-24 22:53:42.705748+00:00,Grocery,physical,Whole Foods,572.76,SGD,web,22,False
6025867,TX_ac69f4b2,CUST_91730,2024-10-24 22:56:23.253902+00:00,Entertainment,streaming,Apple Music,1493.18,NGN,web,22,False
6028215,TX_67b9aaaa,CUST_91730,2024-10-24 23:11:52.514619+00:00,Retail,online,AliExpress,1471.67,SGD,web,23,False
6031059,TX_c0b25fa1,CUST_91730,2024-10-24 23:30:57.145749+00:00,Education,online,Udemy,54387.84,JPY,web,23,False
6033268,TX_e060e4db,CUST_91730,2024-10-24 23:45:29.397393+00:00,Grocery,physical,Trader Joe's,1866.62,SGD,web,23,False
6035922,TX_d40b2509,CUST_91730,2024-10-25 00:05:20.541464+00:00,Retail,online,Newegg,10288.84,BRL,mobile,0,False
6036105,TX_46f98bed,CUST_91730,2024-10-25 00:07:26.573765+00:00,Gas,major,Mobil,704.16,SGD,web,0,False
6038067,TX_3b13072d,CUST_91730,2024-10-25 00:30:41.377030+00:00,Travel,hotels,Holiday Inn,701.64,CAD,web,0,False
6038275,TX_a1ef5760,CUST_91730,2024-10-25 00:33:13.470476+00:00,Grocery,physical,Food Lion,444.63,SGD,web,0,False
6038603,TX_4f8edbd9,CUST_91730,2024-10-25 00:37:24.404171+00:00,Retail,online,Amazon,784.23,SGD,web,0,False
6042156,TX_58cbe33f,CUST_91730,2024-10-25 01:11:07.807893+00:00,Healthcare,medical,Lab Corp,30366.34,RUB,web,1,False
6045957,TX_f5ad8902,CUST_91730,2024-10-25 01:35:43.090425+00:00,Education,online,Coursera,0.47,GBP,pos,1,False
6047976,TX_eeff9faa,CUST_91730,2024-10-25 01:49:31.308132+00:00,Grocery,physical,Aldi,22726.69,RUB,web,1,False
6049902,TX_38776f8f,CUST_91730,2024-10-25 02:02:34.307347+00:00,Restaurant,premium,Nobu,36327.93,RUB,web,2,False
6050797,TX_df0dfecc,CUST_91730,2024-10-25 02:08:10.590557+00:00,Retail,online,Shopify Store,82941.18,RUB,mobile,2,False
6051441,TX_dd00cbc0,CUST_91730,2024-10-25 02:12:15.357404+00:00,Healthcare,medical,Lab Corp,4165.15,BRL,web,2,False
6052988,TX_16027d2a,CUST_91730,2024-10-25 02:22:51.893185+00:00,Restaurant,casual,Applebee's,54.79,MXN,web,2,False
6054907,TX_91cd2fdc,CUST_91730,2024-10-25 02:35:45.410665+00:00,Retail,physical,IKEA,1678.76,USD,web,2,False
6057202,TX_fd524a41,CUST_91730,2024-10-25 02:51:02.079781+00:00,Entertainment,streaming,Amazon Prime,4456.28,MXN,mobile,2,False
6058387,TX_659798ea,CUST_91730,2024-10-25 02:58:56.539437+00:00,Retail,physical,Target,31238.19,RUB,web,2,False
6058542,TX_66ab9546,CUST_91730,2024-10-25 02:59:57.494204+00:00,Travel,airlines,American Airlines,2689.52,SGD,web,2,False
6062865,TX_5e50ca5f,CUST_91730,2024-10-25 03:27:53.863083+00:00,Education,supplies,Barnes & Noble,382771.8,NGN,mobile,3,False
6063167,TX_fcd330f0,CUST_91730,2024-10-25 03:30:00.654489+00:00,Travel,hotels,Sheraton,2010.8,SGD,web,3,False
6068920,TX_c9087e7b,CUST_91730,2024-10-25 04:08:33.413649+00:00,Education,supplies,Chegg,66.1,MXN,web,4,False
6071876,TX_f104fb4a,CUST_91730,2024-10-25 04:28:15.508041+00:00,Gas,major,BP,28906.57,RUB,web,4,False
6075834,TX_99daa56e,CUST_91730,2024-10-25 04:53:52.425804+00:00,Gas,major,BP,991.1,GBP,pos,4,False
6076102,TX_8b4a580b,CUST_91730,2024-10-25 04:55:37.803853+00:00,Education,supplies,University Bookstore,30055.22,RUB,web,4,False
6078984,TX_5fef7534,CUST_91730,2024-10-25 05:20:23.612939+00:00,Gas,major,Exxon,1102.22,SGD,web,5,False
6080487,TX_d7d06860,CUST_91730,2024-10-25 05:34:17.367269+00:00,Retail,physical,Macy's,320371.12,NGN,pos,5,False
6080945,TX_80eec838,CUST_91730,2024-10-25 05:38:06.563301+00:00,Travel,airlines,JetBlue,2687.63,SGD,web,5,False
6081245,TX_2b11a51c,CUST_91730,2024-10-25 05:40:53.153912+00:00,Grocery,online,Amazon Fresh,614.29,SGD,web,5,False
6087341,TX_0446db05,CUST_91730,2024-10-25 06:36:57.802009+00:00,Travel,booking,Booking.com,175046.37,RUB,web,6,False
6088584,TX_b4281cfb,CUST_91730,2024-10-25 06:48:45.407281+00:00,Healthcare,medical,Lab Corp,1192.54,SGD,web,6,False
6089712,TX_c32bfd9e,CUST_91730,2024-10-25 06:59:20.334237+00:00,Entertainment,events,StubHub,29713.86,RUB,web,6,False
6090169,TX_34975788,CUST_91730,2024-10-25 07:02:24.261987+00:00,Grocery,physical,Whole Foods,287.7,EUR,web,7,False
6090998,TX_2152bd45,CUST_91730,2024-10-25 07:07:33.470738+00:00,Healthcare,pharmacy,Rite Aid,922.59,SGD,web,7,False
6093212,TX_68758c0c,CUST_91730,2024-10-25 07:21:25.692415+00:00,Healthcare,pharmacy,Walgreens,29519.43,RUB,web,7,False
6094584,TX_fc8c7341,CUST_91730,2024-10-25 07:29:52.536115+00:00,Gas,local,Highway Gas Stop,640.97,SGD,web,7,False
6096611,TX_716b5f36,CUST_91730,2024-10-25 07:42:30.828721+00:00,Grocery,physical,Kroger,26529.48,RUB,web,7,False
6099909,TX_1c6e912e,CUST_91730,2024-10-25 08:02:08.661279+00:00,Retail,online,Shopify Store,1453.64,SGD,web,8,False
6105892,TX_60ae0d51,CUST_91730,2024-10-25 08:29:12.554581+00:00,Healthcare,pharmacy,CVS Pharmacy,644.93,SGD,web,8,False
6109775,TX_51bc8604,CUST_91730,2024-10-25 08:47:12.659380+00:00,Healthcare,medical,Medical Center,684.47,CAD,web,8,False
6109983,TX_8eab019e,CUST_91730,2024-10-25 08:48:18.617597+00:00,Healthcare,medical,Medical Center,344.86,GBP,web,8,False
6112586,TX_8df26d0b,CUST_91730,2024-10-25 09:00:14.666829+00:00,Retail,online,AliExpress,27132.95,MXN,mobile,9,False
6114601,TX_568a29a2,CUST_91730,2024-10-25 09:10:49.181119+00:00,Grocery,physical,Publix,44985.75,JPY,web,9,False
6118121,TX_baf946e7,CUST_91730,2024-10-25 09:29:19.791875+00:00,Entertainment,gaming,PlayStation Store,22420.97,RUB,web,9,False
6120162,TX_9d0c49a2,CUST_91730,2024-10-25 09:40:18.128426+00:00,Entertainment,events,Regal Cinemas,658.81,SGD,web,9,False
6120342,TX_35632d42,CUST_91730,2024-10-25 09:41:09.207936+00:00,Restaurant,fast_food,KFC,1960.48,BRL,web,9,False
6123113,TX_7dd66cdd,CUST_91730,2024-10-25 09:55:11.440738+00:00,Education,supplies,Chegg,31114.09,RUB,web,9,False
6123298,TX_391e16e8,CUST_91730,2024-10-25 09:56:08.356416+00:00,Grocery,physical,Safeway,25821.35,RUB,web,9,False
6125076,TX_57d54725,CUST_91730,2024-10-25 10:06:19.355030+00:00,Restaurant,fast_food,McDonald's,293.08,USD,web,10,False
6125547,TX_4fa07cfb,CUST_91730,2024-10-25 10:09:11.628491+00:00,Retail,physical,Home Depot,1644.28,SGD,web,10,False
6126887,TX_914ea05a,CUST_91730,2024-10-25 10:17:11.663296+00:00,Restaurant,fast_food,McDonald's,181.32,SGD,web,10,False
6128578,TX_85cf758b,CUST_91730,2024-10-25 10:27:31.837123+00:00,Entertainment,streaming,Hulu,8547.3,RUB,web,10,False
6130064,TX_92feaa72,CUST_91730,2024-10-25 10:36:35.464958+00:00,Travel,booking,Kayak,3759.61,SGD,web,10,False
6132628,TX_28a958c4,CUST_91730,2024-10-25 10:52:23.305039+00:00,Travel,airlines,United Airlines,2203.75,SGD,web,10,False
6137151,TX_4b42b1f5,CUST_91730,2024-10-25 11:17:23.551805+00:00,Grocery,online,FreshDirect,552.58,SGD,web,11,False
6139581,TX_ba1ecadb,CUST_91730,2024-10-25 11:30:19.585964+00:00,Restaurant,premium,Nobu,37267.56,RUB,web,11,False
6141921,TX_e3127b19,CUST_91730,2024-10-25 11:42:15.229881+00:00,Entertainment,events,Ticketmaster,30668.03,RUB,web,11,False
6143024,TX_3afe3586,CUST_91730,2024-10-25 11:48:19.570711+00:00,Education,supplies,University Bookstore,1830.96,SGD,web,11,False
6143244,TX_695abb58,CUST_91730,2024-10-25 11:49:28.481510+00:00,Education,supplies,Chegg,32549.63,RUB,web,11,False
6145839,TX_7030ff37,CUST_91730,2024-10-25 12:02:48.328744+00:00,Gas,local,Highway Gas Stop,638.71,SGD,web,12,False
6153041,TX_abfd25ed,CUST_91730,2024-10-25 12:36:14.529893+00:00,Education,supplies,Barnes & Noble,651.68,SGD,web,12,False
6154040,TX_cc78a49f,CUST_91730,2024-10-25 12:40:54.384660+00:00,Travel,hotels,Hyatt,50086.66,RUB,web,12,False
6159491,TX_63d66018,CUST_91730,2024-10-25 13:06:58.786263+00:00,Grocery,online,Instacart,27967.23,RUB,web,13,False
6160446,TX_89013d24,CUST_91730,2024-10-25 13:12:08.265658+00:00,Travel,hotels,Marriott,650.69,SGD,web,13,False
6160555,TX_f5772725,CUST_91730,2024-10-25 13:12:46.264503+00:00,Entertainment,gaming,PlayStation Store,444.72,SGD,web,13,False
6162965,TX_fa614f8e,CUST_91730,2024-10-25 13:25:48.605754+00:00,Retail,online,AliExpress,43358.42,RUB,web,13,False
6163469,TX_413450c5,CUST_91730,2024-10-25 13:28:30.255642+00:00,Restaurant,premium,Morton's,588.19,CAD,web,13,False
6164718,TX_7b919316,CUST_91730,2024-10-25 13:35:12.618342+00:00,Entertainment,streaming,Amazon Prime,565.27,SGD,web,13,False
6165839,TX_5023e37c,CUST_91730,2024-10-25 13:41:08.230185+00:00,Education,online,edX,8409.64,BRL,pos,13,False
6174825,TX_70f9ab64,CUST_91730,2024-10-25 14:32:57.412431+00:00,Healthcare,pharmacy,Rite Aid,8562.72,BRL,mobile,14,False
6176827,TX_32c2d9a0,CUST_91730,2024-10-25 14:45:16.423822+00:00,Retail,physical,Costco,1043.72,CAD,pos,14,False
6178786,TX_a8a29315,CUST_91730,2024-10-25 14:57:12.364867+00:00,Entertainment,events,StubHub,36141.76,RUB,web,14,False
6181520,TX_36aa329f,CUST_91730,2024-10-25 15:14:28.561741+00:00,Retail,physical,Nike Store,46392.57,MXN,pos,15,False
6182355,TX_d1dc23b0,CUST_91730,2024-10-25 15:19:27.406090+00:00,Restaurant,fast_food,Subway,527.98,SGD,web,15,False
6186583,TX_e921728f,CUST_91730,2024-10-25 15:44:59.564777+00:00,Healthcare,medical,Medical Center,2680.19,SGD,web,15,False
6186732,TX_db4dfa49,CUST_91730,2024-10-25 15:45:53.331721+00:00,Grocery,online,Instacart,27353.46,RUB,web,15,False
6188799,TX_8af1b14d,CUST_91730,2024-10-25 15:58:24.023818+00:00,Healthcare,pharmacy,CVS Pharmacy,661.73,SGD,web,15,False
6189050,TX_2338e520,CUST_91730,2024-10-25 15:59:53.180537+00:00,Restaurant,casual,Red Lobster,404.03,SGD,web,15,False
6189278,TX_bb5e2faf,CUST_91730,2024-10-25 16:01:04.136918+00:00,Travel,hotels,Hilton,11262.13,BRL,mobile,16,False
6189875,TX_9102559b,CUST_91730,2024-10-25 16:03:57.426575+00:00,Travel,transport,Enterprise Rent-A-Car,1178.99,SGD,web,16,False
6190027,TX_963c1920,CUST_91730,2024-10-25 16:04:44.640378+00:00,Grocery,online,Instacart,1962.63,SGD,web,16,False
6190466,TX_94e862f1,CUST_91730,2024-10-25 16:06:58.549109+00:00,Entertainment,events,Ticketmaster,614.98,AUD,web,16,False
6190864,TX_d2cbf291,CUST_91730,2024-10-25 16:08:58.078112+00:00,Travel,booking,Expedia,2565.59,SGD,web,16,False
6191079,TX_4f725ffa,CUST_91730,2024-10-25 16:10:06.389546+00:00,Grocery,physical,Aldi,21996.74,RUB,web,16,False
6192392,TX_04ab0917,CUST_91730,2024-10-25 16:17:03.428490+00:00,Grocery,online,Amazon Fresh,846.92,SGD,web,16,False
6192649,TX_e52791a5,CUST_91730,2024-10-25 16:18:26.377955+00:00,Grocery,physical,Aldi,25498.03,RUB,web,16,False
6200979,TX_13361e25,CUST_91730,2024-10-25 17:01:55.610490+00:00,Education,supplies,Barnes & Noble,1531.67,SGD,web,17,False
6202058,TX_72edf94b,CUST_91730,2024-10-25 17:06:50.208521+00:00,Restaurant,premium,Morton's,656.88,SGD,web,17,False
6202350,TX_a3911ac8,CUST_91730,2024-10-25 17:08:09.647870+00:00,Restaurant,premium,Ruth's Chris,1700.92,SGD,web,17,False
6202830,TX_610250fd,CUST_91730,2024-10-25 17:10:12.443886+00:00,Restaurant,fast_food,McDonald's,19838.21,NGN,pos,17,False
6206210,TX_a55b449b,CUST_91730,2024-10-25 17:25:18.392392+00:00,Travel,booking,Expedia,3401.94,SGD,web,17,False
6207976,TX_8a2125c3,CUST_91730,2024-10-25 17:33:26.718307+00:00,Grocery,online,FreshDirect,7180.03,BRL,pos,17,False
6209246,TX_69d11f4a,CUST_91730,2024-10-25 17:39:21.394374+00:00,Travel,airlines,Southwest,2687.96,SGD,web,17,False
6209660,TX_75b862c0,CUST_91730,2024-10-25 17:41:16.369810+00:00,Retail,online,Amazon,754.39,SGD,web,17,False
6210326,TX_f85bab44,CUST_91730,2024-10-25 17:44:21.406473+00:00,Education,supplies,University Bookstore,1620.96,SGD,web,17,False
6211288,TX_709cb074,CUST_91730,2024-10-25 17:48:56.625972+00:00,Restaurant,fast_food,Wendy's,605.09,SGD,web,17,False
6213248,TX_a5938806,CUST_91730,2024-10-25 17:58:26.062269+00:00,Gas,major,Mobil,625.61,SGD,web,17,False
6214678,TX_5af249ef,CUST_91730,2024-10-25 18:04:25.651651+00:00,Entertainment,streaming,Amazon Prime,744.65,SGD,web,18,False
6218119,TX_6fb9c4df,CUST_91730,2024-10-25 18:18:29.302164+00:00,Retail,online,Shopify Store,939.29,NGN,web,18,False
6220291,TX_01448aeb,CUST_91730,2024-10-25 18:27:10.559479+00:00,Restaurant,premium,Capital Grille,860.37,SGD,web,18,False
6221567,TX_97235309,CUST_91730,2024-10-25 18:32:25.414287+00:00,Grocery,online,Amazon Fresh,2084.96,SGD,web,18,False
6225858,TX_f980ef8b,CUST_91730,2024-10-25 18:49:56.265266+00:00,Education,online,Coursera,27334.98,RUB,web,18,False
6227066,TX_d02e040b,CUST_91730,2024-10-25 18:54:54.571763+00:00,Retail,online,Newegg,1463.79,SGD,web,18,False
6228158,TX_c35b64e1,CUST_91730,2024-10-25 18:59:25.324388+00:00,Gas,major,Mobil,31634.08,RUB,web,18,False
6230866,TX_8a82e652,CUST_91730,2024-10-25 19:11:53.417781+00:00,Restaurant,premium,Morton's,142380.58,JPY,web,19,False
6232735,TX_64470c3a,CUST_91730,2024-10-25 19:20:31.454599+00:00,Education,online,Coursera,1921.46,SGD,web,19,False
6233955,TX_a1507285,CUST_91730,2024-10-25 19:26:09.672518+00:00,Restaurant,fast_food,KFC,19539.53,RUB,web,19,False
6234216,TX_10b6ae3e,CUST_91730,2024-10-25 19:27:22.300917+00:00,Retail,online,AliExpress,34362.08,RUB,web,19,False
6236109,TX_7c5f9324,CUST_91730,2024-10-25 19:36:12.833349+00:00,Retail,online,eBay,3053.18,SGD,web,19,False
6237760,TX_0925860a,CUST_91730,2024-10-25 19:43:53.572744+00:00,Education,online,edX,2629.62,SGD,web,19,False
6239887,TX_18fd7b07,CUST_91730,2024-10-25 19:53:39.400791+00:00,Education,supplies,Chegg,1072.45,AUD,mobile,19,False
6241673,TX_116bf469,CUST_91730,2024-10-25 20:02:23.500539+00:00,Gas,major,Shell,816.02,SGD,web,20,False
6242272,TX_87e532e0,CUST_91730,2024-10-25 20:06:09.032529+00:00,Healthcare,medical,Urgent Care,22.77,MXN,pos,20,False
6243343,TX_486e9ae0,CUST_91730,2024-10-25 20:12:54.491821+00:00,Healthcare,pharmacy,Walgreens,28744.37,MXN,pos,20,False
6243642,TX_f801269b,CUST_91730,2024-10-25 20:14:41.625396+00:00,Entertainment,events,Regal Cinemas,633.36,SGD,web,20,False
6243838,TX_fd79f1f2,CUST_91730,2024-10-25 20:15:50.483929+00:00,Grocery,physical,Food Lion,22748.5,RUB,web,20,False
6246335,TX_bdaa33b0,CUST_91730,2024-10-25 20:31:20.640406+00:00,Travel,booking,Kayak,2619.94,SGD,web,20,False
6247122,TX_c6c23d18,CUST_91730,2024-10-25 20:36:03.583254+00:00,Travel,hotels,Holiday Inn,901.5,SGD,web,20,False
6248983,TX_c746f9d7,CUST_91730,2024-10-25 20:47:31.050346+00:00,Travel,airlines,JetBlue,2567.92,SGD,web,20,False
6249427,TX_58097612,CUST_91730,2024-10-25 20:50:16.463790+00:00,Entertainment,gaming,Epic Games,1640.71,BRL,pos,20,False
6250343,TX_361dbe40,CUST_91730,2024-10-25 20:56:07.373774+00:00,Grocery,physical,Food Lion,886.07,NGN,pos,20,False
6253260,TX_4520362e,CUST_91730,2024-10-25 21:21:23.650941+00:00,Retail,physical,Best Buy,31851.97,RUB,web,21,False
6254473,TX_10b6d5e3,CUST_91730,2024-10-25 21:33:08.552475+00:00,Healthcare,medical,Lab Corp,711491.81,NGN,mobile,21,False
6254859,TX_f5bb2ada,CUST_91730,2024-10-25 21:36:54.801011+00:00,Retail,online,Wayfair,72980.16,RUB,web,21,False
6255538,TX_f6292135,CUST_91730,2024-10-25 21:43:12.620747+00:00,Education,online,Coursera,43397.5,RUB,mobile,21,False
6256525,TX_eaa8eda9,CUST_91730,2024-10-25 21:52:19.240340+00:00,Grocery,physical,Food Lion,24199.48,RUB,web,21,False
6258059,TX_ba7b4540,CUST_91730,2024-10-25 22:03:53.067737+00:00,Healthcare,medical,Urgent Care,656.53,SGD,web,22,False
6270331,TX_6e65bfb7,CUST_91730,2024-10-25 23:14:21.509824+00:00,Education,supplies,Barnes & Noble,2214.96,SGD,web,23,False
6270566,TX_19be4158,CUST_91730,2024-10-25 23:15:48.039660+00:00,Education,online,Udemy,668.71,SGD,web,23,False
6270876,TX_4371320e,CUST_91730,2024-10-25 23:17:58.132256+00:00,Retail,physical,Home Depot,647.53,SGD,web,23,False
6271297,TX_d3d7565e,CUST_91730,2024-10-25 23:20:52.495852+00:00,Grocery,online,Instacart,1651.25,EUR,pos,23,False
6277277,TX_9eb9cd66,CUST_91730,2024-10-26 00:00:01.360243+00:00,Travel,airlines,JetBlue,27102.43,RUB,web,0,True
6278560,TX_9623738a,CUST_91730,2024-10-26 00:15:03.248880+00:00,Restaurant,fast_food,Wendy's,16134.32,RUB,web,0,True
6279440,TX_9e5c6544,CUST_91730,2024-10-26 00:24:53.662008+00:00,Restaurant,casual,Applebee's,15965.31,RUB,web,0,True
6284054,TX_df472658,CUST_91730,2024-10-26 01:10:32.343402+00:00,Retail,physical,Macy's,1075.64,CAD,pos,1,True
6285933,TX_14af5679,CUST_91730,2024-10-26 01:23:26.578559+00:00,Entertainment,events,StubHub,893259.65,NGN,pos,1,True
